"V006","V007","V024","V025","V113","V116","V127","V128","V129","V460","H22","SPROV"
3,2011,11,2,41,24,34,33,31,3,1,1
3,2011,11,2,42,24,11,13,12,3,1,1
3,2011,11,2,31,24,34,33,13,2,0,1
3,2011,11,2,31,24,34,33,13,2,0,1
3,2011,11,2,41,24,21,33,31,1,0,1
3,2011,11,2,42,24,31,13,13,3,0,1
3,2011,11,2,32,24,34,33,31,3,1,1
3,2011,11,2,43,24,34,22,35,3,0,1
3,2011,11,2,97,97,97,97,97,NA,0,1
3,2011,11,2,13,24,34,33,31,1,1,1
3,2011,11,2,13,24,34,33,31,1,1,1
3,2011,11,2,11,12,35,31,31,1,0,1
3,2011,11,2,31,24,34,13,34,3,0,1
3,2011,11,2,31,24,34,33,31,3,0,1
3,2011,11,2,13,24,34,13,13,1,0,1
3,2011,11,2,11,12,31,33,34,0,0,1
3,2011,11,2,31,24,34,33,34,1,1,1
3,2011,11,2,31,24,34,33,31,1,1,1
3,2011,11,2,13,24,34,36,31,1,0,1
3,2011,11,2,31,24,34,32,31,0,0,1
3,2011,11,2,13,24,34,13,36,1,0,1
3,2011,11,2,13,24,34,13,36,1,0,1
3,2011,11,2,13,24,21,31,31,1,0,1
3,2011,11,2,13,24,34,31,31,3,1,1
3,2011,11,2,31,24,31,22,31,1,1,1
3,2011,11,2,13,24,34,13,34,0,0,1
3,2011,11,2,13,24,34,33,31,0,0,1
3,2011,11,2,12,22,34,34,31,3,1,1
3,2011,11,2,13,24,31,33,31,1,0,1
3,2011,11,2,13,24,34,33,31,0,0,1
3,2011,11,2,41,24,31,33,31,0,0,1
3,2011,11,2,13,24,34,33,34,1,0,1
3,2011,11,2,31,12,34,33,34,1,0,1
3,2011,11,2,41,24,34,33,13,3,1,1
3,2011,11,2,41,24,34,33,13,3,NA,1
3,2011,11,2,41,24,21,33,13,3,0,1
3,2011,11,2,42,23,34,33,13,1,0,1
3,2011,11,2,42,23,34,33,13,3,1,1
3,2011,11,2,32,23,11,33,13,1,0,1
3,2011,11,2,31,13,21,33,13,3,0,1
3,2011,11,2,31,13,11,33,13,2,0,1
3,2011,11,2,31,13,11,33,13,2,0,1
3,2011,11,2,42,13,11,33,13,1,0,1
3,2011,11,2,31,23,11,33,13,1,0,1
3,2011,11,2,31,22,34,33,13,3,0,1
3,2011,11,2,31,22,33,33,34,3,0,1
3,2011,11,2,21,22,34,33,34,1,1,1
3,2011,11,2,31,22,34,33,34,3,0,1
3,2011,11,2,13,24,34,33,34,3,0,1
4,2011,11,2,13,24,11,33,13,3,0,1
3,2011,11,2,13,24,34,33,31,3,0,1
4,2011,11,2,13,24,34,33,13,3,0,1
3,2011,11,2,31,24,23,33,13,3,0,1
3,2011,11,2,31,24,23,21,13,3,0,1
3,2011,11,2,31,24,23,21,13,3,0,1
3,2011,11,2,13,24,34,33,31,3,0,1
3,2011,11,2,13,24,34,33,31,3,0,1
3,2011,11,2,13,24,34,33,31,3,0,1
3,2011,11,2,13,24,21,33,34,3,0,1
3,2011,11,2,13,24,34,33,34,3,0,1
3,2011,11,2,13,24,23,33,13,3,0,1
3,2011,11,2,43,24,11,33,13,1,0,1
3,2011,11,2,43,24,23,33,13,1,NA,1
3,2011,11,2,43,24,23,33,13,1,0,1
3,2011,11,2,42,24,21,33,13,1,0,1
3,2011,11,2,43,43,23,33,13,1,0,1
3,2011,11,2,43,43,23,33,13,1,0,1
3,2011,11,2,43,43,23,33,13,1,0,1
3,2011,11,2,42,24,23,33,13,0,0,1
3,2011,11,2,42,24,11,33,13,0,0,1
3,2011,11,2,42,24,11,33,13,0,0,1
3,2011,11,2,42,24,32,13,31,2,0,1
3,2011,11,2,42,24,32,13,31,2,0,1
3,2011,11,2,42,24,32,13,31,2,0,1
3,2011,11,2,41,24,11,33,13,NA,NA,1
3,2011,11,2,32,24,11,33,13,0,0,1
3,2011,11,2,32,24,11,33,13,0,0,1
3,2011,11,2,42,24,32,33,13,3,0,1
3,2011,11,2,42,24,32,33,13,3,0,1
3,2011,11,2,42,24,11,33,13,1,0,1
3,2011,11,2,42,24,11,33,13,1,0,1
3,2011,11,2,42,24,11,33,13,1,0,1
3,2011,11,2,42,24,23,33,13,1,0,1
3,2011,11,2,43,24,23,33,13,0,0,1
3,2011,11,2,41,24,11,33,13,1,0,1
3,2011,11,2,42,24,23,33,13,1,0,1
3,2011,11,2,42,24,11,33,13,1,0,1
4,2011,11,2,31,24,23,33,13,1,0,1
4,2011,11,2,31,24,23,33,13,1,0,1
4,2011,11,2,42,24,11,33,13,1,0,1
4,2011,11,2,42,24,11,33,13,1,0,1
4,2011,11,2,42,24,11,33,13,1,0,1
4,2011,11,2,42,24,11,33,13,1,0,1
4,2011,11,2,42,24,11,33,13,1,0,1
4,2011,11,2,42,24,11,33,13,1,0,1
4,2011,11,2,31,24,11,33,13,1,0,1
4,2011,11,2,42,24,11,33,13,1,0,1
4,2011,11,2,42,24,11,33,13,1,0,1
4,2011,11,2,42,31,11,33,13,1,0,1
4,2011,11,2,42,31,23,13,13,1,1,1
4,2011,11,2,42,24,11,11,13,1,0,1
4,2011,11,2,42,31,23,13,13,1,1,1
4,2011,11,2,42,31,23,13,13,1,1,1
4,2011,11,2,43,24,23,33,13,2,0,1
4,2011,11,2,43,24,23,33,13,2,0,1
3,2011,11,2,32,24,31,34,31,3,0,1
3,2011,11,2,31,22,31,13,33,0,0,1
3,2011,11,2,42,24,31,34,31,3,0,1
3,2011,11,2,42,23,31,33,31,3,1,1
3,2011,11,2,42,23,31,33,31,3,0,1
3,2011,11,2,42,24,11,13,13,3,0,1
3,2011,11,2,42,24,11,13,13,3,0,1
3,2011,11,2,32,24,23,22,34,3,0,1
3,2011,11,2,32,24,23,22,34,3,0,1
3,2011,11,2,42,24,21,34,31,3,0,1
3,2011,11,2,42,24,31,33,31,3,0,1
3,2011,11,2,42,24,31,33,31,3,0,1
3,2011,11,2,42,24,31,33,33,0,0,1
3,2011,11,2,42,24,31,33,33,0,0,1
3,2011,11,2,42,23,34,31,13,3,0,1
3,2011,11,2,31,24,21,33,33,3,0,1
3,2011,11,2,31,24,23,13,34,3,1,1
3,2011,11,2,31,24,21,33,34,3,1,1
3,2011,11,2,31,24,21,33,34,3,0,1
3,2011,11,2,31,24,21,13,31,3,1,1
3,2011,11,2,31,24,21,13,31,3,0,1
3,2011,11,2,31,23,23,33,13,3,1,1
3,2011,11,2,31,24,34,33,33,3,0,1
3,2011,11,2,42,24,12,33,33,3,0,1
3,2011,11,2,42,24,21,13,13,3,0,1
3,2011,11,2,42,24,21,13,13,3,0,1
3,2011,11,2,97,97,97,97,97,3,8,1
3,2011,11,2,42,23,11,13,13,3,0,1
3,2011,11,2,42,23,11,13,13,3,0,1
3,2011,11,2,42,24,21,13,13,3,0,1
3,2011,11,2,42,24,21,13,13,3,0,1
3,2011,11,2,42,24,31,33,31,3,0,1
3,2011,11,2,31,23,21,33,31,3,0,1
3,2011,11,2,31,23,21,33,31,3,0,1
3,2011,11,2,42,23,21,33,31,3,0,1
4,2011,11,2,42,24,21,13,33,3,0,1
4,2011,11,2,42,24,21,13,33,3,0,1
3,2011,11,2,32,24,31,13,13,3,0,1
4,2011,11,2,31,24,31,35,33,0,0,1
4,2011,11,2,31,24,31,35,33,0,0,1
4,2011,11,2,42,24,31,13,31,3,0,1
3,2011,11,2,42,31,34,33,13,1,0,1
3,2011,11,2,42,24,21,33,13,3,0,1
3,2011,11,2,42,31,23,33,13,1,0,1
3,2011,11,2,42,31,23,33,13,1,0,1
3,2011,11,2,43,31,21,33,13,NA,NA,1
3,2011,11,2,13,24,31,33,12,1,1,1
3,2011,11,2,13,24,23,33,12,1,0,1
3,2011,11,2,13,31,23,13,13,1,0,1
3,2011,11,2,13,31,23,13,13,1,0,1
3,2011,11,2,13,13,21,33,13,1,0,1
3,2011,11,2,13,24,11,33,13,1,0,1
3,2011,11,2,43,31,23,13,13,1,0,1
3,2011,11,2,42,31,11,33,13,1,0,1
3,2011,11,2,13,24,23,33,13,1,0,1
3,2011,11,2,13,24,23,33,13,1,0,1
3,2011,11,2,43,31,23,13,13,1,0,1
3,2011,11,2,41,31,23,13,13,1,0,1
3,2011,11,2,43,24,23,13,12,0,1,1
3,2011,11,2,42,24,31,33,13,2,0,1
3,2011,11,2,42,24,31,33,13,2,0,1
3,2011,11,2,42,24,11,33,13,0,0,1
3,2011,11,2,42,24,11,33,13,3,0,1
4,2011,11,2,13,24,11,21,13,1,0,1
4,2011,11,2,13,24,23,33,12,1,0,1
4,2011,11,2,13,31,23,33,12,1,0,1
4,2011,11,2,13,31,23,33,12,1,0,1
4,2011,11,2,13,24,23,33,12,1,1,1
4,2011,11,2,13,24,23,33,12,1,8,1
4,2011,11,2,13,31,23,13,13,1,0,1
4,2011,11,2,13,31,23,13,13,1,0,1
4,2011,11,2,13,24,23,33,12,1,0,1
4,2011,11,2,13,24,23,33,12,1,0,1
4,2011,11,2,13,24,23,33,12,1,0,1
4,2011,11,2,13,24,11,33,12,0,0,1
4,2011,11,2,13,24,11,33,12,0,0,1
4,2011,11,2,13,24,11,33,13,1,1,1
4,2011,11,2,13,24,11,33,13,0,0,1
4,2011,11,2,13,24,11,33,13,1,0,1
4,2011,11,2,13,24,11,33,13,1,0,1
4,2011,11,2,13,24,11,33,13,1,0,1
4,2011,11,2,43,24,34,33,13,1,0,1
4,2011,11,2,43,24,11,21,13,1,0,1
4,2011,11,2,13,24,11,21,13,1,0,1
4,2011,11,2,13,24,11,13,13,1,0,1
4,2011,11,2,13,24,11,33,13,1,0,1
4,2011,11,2,13,24,11,33,13,1,0,1
4,2011,11,2,13,24,11,33,13,1,0,1
4,2011,11,2,13,24,11,33,13,1,0,1
4,2011,11,2,43,24,23,33,12,2,0,1
4,2011,11,2,43,24,23,33,12,2,0,1
4,2011,11,2,43,13,23,33,13,1,0,1
4,2011,11,2,43,13,23,33,13,1,0,1
4,2011,11,2,43,13,23,33,13,1,0,1
4,2011,11,2,43,13,23,33,31,1,0,1
4,2011,11,2,43,13,23,33,31,1,0,1
4,2011,11,2,43,31,23,13,13,1,0,1
4,2011,11,2,43,31,23,13,13,1,0,1
4,2011,11,2,43,31,23,33,12,1,NA,1
4,2011,11,2,43,31,23,33,12,1,0,1
4,2011,11,2,43,31,23,33,12,1,0,1
4,2011,11,2,43,24,11,21,13,1,0,1
4,2011,11,2,43,24,11,21,13,1,0,1
4,2011,11,2,43,24,21,33,13,1,0,1
4,2011,11,2,43,24,21,33,34,1,0,1
4,2011,11,2,43,24,11,33,13,1,0,1
4,2011,11,2,43,24,11,33,13,1,0,1
4,2011,11,2,43,24,11,33,13,1,0,1
4,2011,11,2,43,24,11,33,13,1,1,1
4,2011,11,2,43,24,11,33,13,1,0,1
4,2011,11,2,42,24,11,33,13,1,0,1
4,2011,11,2,43,31,23,33,12,1,0,1
4,2011,11,2,43,31,23,13,13,1,0,1
4,2011,11,2,43,31,23,13,13,1,0,1
4,2011,11,2,32,31,11,33,13,1,0,1
4,2011,11,2,42,31,11,33,13,0,0,1
4,2011,11,2,42,31,11,33,13,0,0,1
4,2011,11,2,31,24,23,33,13,3,0,1
4,2011,11,2,31,24,31,31,34,3,1,1
4,2011,11,2,31,24,31,31,34,3,0,1
4,2011,11,2,31,24,31,31,34,3,0,1
4,2011,11,2,31,23,21,33,31,3,0,1
4,2011,11,2,32,24,23,13,13,3,0,1
4,2011,11,2,32,24,23,13,13,3,0,1
4,2011,11,2,31,23,11,13,13,3,0,1
4,2011,11,2,31,23,11,13,13,3,8,1
4,2011,11,2,31,24,23,13,34,3,0,1
4,2011,11,2,42,24,23,13,12,3,0,1
4,2011,11,2,32,24,23,33,13,3,0,1
4,2011,11,2,31,24,31,33,13,3,0,1
4,2011,11,2,31,24,31,33,13,3,0,1
4,2011,11,2,41,23,23,13,13,3,0,1
4,2011,11,2,41,23,23,13,13,3,NA,1
4,2011,11,2,31,24,23,33,13,3,0,1
4,2011,11,2,31,24,23,33,13,3,NA,1
4,2011,11,2,31,24,23,13,13,3,0,1
4,2011,11,2,31,24,23,33,13,3,0,1
4,2011,11,2,31,24,31,33,31,3,0,1
4,2011,11,2,31,24,31,33,31,3,0,1
4,2011,11,2,31,24,11,33,31,3,0,1
4,2011,11,2,32,24,31,33,31,3,0,1
4,2011,11,2,32,24,31,33,31,3,0,1
3,2011,11,2,13,24,34,31,31,1,1,1
3,2011,11,2,11,12,34,31,31,1,0,1
3,2011,11,2,13,13,31,34,31,1,0,1
3,2011,11,2,13,13,31,34,31,1,0,1
3,2011,11,2,13,13,34,35,31,1,0,1
3,2011,11,2,11,12,34,31,31,1,1,1
3,2011,11,2,11,12,34,31,31,1,0,1
3,2011,11,2,11,12,34,34,31,1,0,1
3,2011,11,2,13,24,34,33,31,0,1,1
3,2011,11,2,13,24,34,33,31,0,0,1
3,2011,11,2,13,24,34,33,31,1,0,1
3,2011,11,2,13,23,34,33,31,1,1,1
3,2011,11,2,13,24,34,13,31,3,0,1
3,2011,11,2,13,24,21,33,34,0,0,1
3,2011,11,2,31,23,21,34,31,1,0,1
3,2011,11,2,31,23,21,34,31,1,0,1
3,2011,11,2,31,41,21,34,31,3,1,1
3,2011,11,2,31,41,21,34,31,3,0,1
3,2011,11,2,31,22,31,33,34,1,0,1
3,2011,11,2,31,22,34,33,34,0,0,1
3,2011,11,2,31,22,34,33,34,0,0,1
3,2011,11,2,32,11,31,33,31,1,0,1
3,2011,11,2,31,42,34,33,31,1,0,1
3,2011,11,2,31,42,34,33,31,1,1,1
3,2011,11,2,31,24,34,34,34,1,1,1
3,2011,11,2,31,24,34,34,34,1,1,1
3,2011,11,2,31,24,34,33,34,1,1,1
3,2011,11,2,31,24,34,33,34,1,1,1
3,2011,11,2,31,24,34,33,34,1,1,1
3,2011,11,2,31,24,34,33,34,1,1,1
3,2011,11,2,13,24,31,33,31,1,0,1
3,2011,11,2,13,24,31,33,31,1,0,1
3,2011,11,2,31,22,34,33,34,1,1,1
3,2011,11,2,31,22,34,33,34,1,0,1
3,2011,11,2,31,23,34,33,34,1,1,1
3,2011,11,2,31,22,31,33,34,3,1,1
3,2011,11,2,31,24,31,33,31,3,0,1
3,2011,11,2,31,24,11,33,34,3,0,1
3,2011,11,2,31,24,11,33,34,3,0,1
3,2011,11,2,31,12,34,31,31,0,NA,1
3,2011,11,2,31,24,31,33,34,3,1,1
3,2011,11,2,31,13,34,33,31,1,0,1
3,2011,11,2,31,22,34,31,31,3,0,1
3,2011,11,2,31,22,34,31,31,3,0,1
3,2011,11,2,31,24,34,34,31,0,0,1
3,2011,11,2,12,24,34,34,31,1,1,1
3,2011,11,2,13,24,31,34,31,2,0,1
3,2011,11,2,12,24,34,31,31,1,0,1
3,2011,11,2,13,24,34,31,31,3,0,1
3,2011,11,2,13,23,34,32,31,1,1,1
3,2011,11,2,12,22,34,31,31,3,0,1
3,2011,11,2,12,22,34,31,31,3,0,1
3,2011,11,2,42,24,34,31,31,1,0,1
3,2011,11,2,13,23,34,33,31,1,1,1
3,2011,11,2,13,23,21,33,31,1,1,1
3,2011,11,2,13,23,21,33,31,1,1,1
3,2011,11,2,43,23,34,33,31,3,0,1
3,2011,11,2,12,12,34,33,31,1,1,1
3,2011,11,2,12,24,34,33,31,3,0,1
3,2011,11,2,12,24,34,33,31,3,0,1
3,2011,11,2,13,24,34,33,31,3,1,1
3,2011,11,2,13,24,31,33,31,0,1,1
3,2011,11,2,13,24,34,33,31,NA,NA,1
3,2011,11,2,13,24,31,33,31,3,0,1
3,2011,11,2,13,23,32,33,31,1,1,1
3,2011,11,2,13,24,11,33,34,0,0,1
3,2011,11,2,13,24,32,33,31,3,1,1
3,2011,11,2,31,24,34,33,31,1,1,1
3,2011,11,2,13,23,33,13,34,3,1,1
3,2011,11,2,32,24,34,33,34,0,0,1
3,2011,11,2,32,24,34,33,34,0,0,1
3,2011,11,2,13,24,35,34,31,3,0,1
3,2011,11,2,13,24,34,33,34,3,1,1
3,2011,11,2,13,24,31,34,31,1,0,1
3,2011,11,2,13,24,34,33,33,1,0,1
3,2011,11,2,13,12,34,33,31,1,0,1
3,2011,11,2,13,12,34,33,31,1,0,1
3,2011,11,2,13,23,34,31,31,1,1,1
3,2011,11,2,12,23,31,31,31,3,0,1
3,2011,11,2,11,12,34,33,31,1,1,1
3,2011,11,2,13,24,31,33,33,1,0,1
3,2011,11,2,13,12,34,34,33,3,0,1
3,2011,11,2,13,12,34,34,33,3,0,1
3,2011,11,2,11,24,31,33,31,1,0,1
3,2011,11,2,13,24,34,33,33,1,1,1
3,2011,11,2,13,24,34,34,31,NA,NA,1
3,2011,11,2,12,24,34,33,31,1,1,1
3,2011,11,2,42,23,23,33,13,3,0,1
3,2011,11,2,42,24,11,13,13,3,0,1
3,2011,11,2,42,24,34,33,34,3,1,1
3,2011,11,2,43,24,21,33,34,0,0,1
3,2011,11,2,31,23,34,33,34,NA,NA,1
3,2011,11,2,32,24,11,13,13,3,1,1
3,2011,11,2,42,24,34,33,34,3,1,1
3,2011,11,2,32,23,23,13,31,3,0,1
3,2011,11,2,32,23,23,13,31,3,1,1
3,2011,11,2,32,23,23,13,31,3,0,1
3,2011,11,2,31,24,11,33,34,2,0,1
3,2011,11,2,31,24,11,33,34,2,0,1
3,2011,11,2,42,23,34,33,34,3,0,1
3,2011,11,2,42,23,34,33,31,1,0,1
3,2011,11,2,32,24,23,13,35,3,0,1
3,2011,11,2,32,24,23,33,34,3,1,1
3,2011,11,2,31,24,31,33,31,3,0,1
3,2011,11,2,13,31,21,33,31,3,0,1
3,2011,11,2,13,31,21,33,31,3,0,1
3,2011,11,2,31,24,11,33,13,3,1,1
3,2011,11,2,31,24,11,33,13,3,0,1
3,2011,11,2,31,24,11,33,13,3,0,1
3,2011,11,2,13,24,34,33,13,0,0,1
3,2011,11,2,13,24,34,33,13,0,0,1
3,2011,11,2,32,24,34,33,13,3,0,1
3,2011,11,2,31,24,34,33,13,3,1,1
3,2011,11,2,31,23,34,33,34,3,0,1
3,2011,11,2,41,23,34,33,34,1,0,1
3,2011,11,2,41,24,34,33,12,3,0,1
3,2011,11,2,41,24,34,33,12,3,0,1
3,2011,11,2,41,24,34,13,13,3,0,1
3,2011,11,2,41,24,11,13,12,3,1,1
3,2011,11,2,41,24,11,13,12,3,0,1
3,2011,11,2,41,24,31,33,12,3,0,1
3,2011,11,2,31,24,23,36,31,3,0,1
3,2011,11,2,42,23,34,33,13,3,1,1
4,2011,12,2,42,23,32,33,13,1,0,1
4,2011,12,2,42,23,11,33,13,1,0,1
4,2011,12,2,42,24,23,13,13,1,1,1
4,2011,12,2,42,24,23,13,13,1,NA,1
4,2011,12,2,42,24,23,33,13,1,0,1
4,2011,12,2,42,24,23,13,13,1,0,1
4,2011,12,2,42,24,23,13,13,1,0,1
4,2011,12,2,31,22,23,13,13,1,0,1
4,2011,12,2,31,22,23,13,13,1,0,1
4,2011,12,2,31,23,23,33,13,1,0,1
4,2011,12,2,31,23,23,33,13,1,0,1
4,2011,12,2,31,23,23,33,13,1,0,1
4,2011,12,2,41,24,23,33,12,0,0,1
4,2011,12,2,13,24,23,13,13,1,1,1
4,2011,12,2,13,24,23,13,13,1,1,1
4,2011,12,2,13,24,23,13,13,1,0,1
4,2011,12,2,13,24,23,13,13,1,0,1
4,2011,12,2,13,24,23,33,13,1,0,1
4,2011,12,2,13,23,23,13,13,1,0,1
4,2011,12,2,42,31,23,13,13,1,0,1
4,2011,12,2,13,31,23,13,13,1,0,1
4,2011,12,2,13,23,11,13,13,1,0,1
4,2011,12,2,13,24,23,13,12,1,1,1
4,2011,12,2,13,24,23,13,13,3,0,1
4,2011,12,2,13,24,23,33,13,1,0,1
4,2011,12,2,13,24,23,33,13,1,0,1
4,2011,12,2,13,24,23,33,13,1,0,1
4,2011,12,2,13,24,23,13,13,1,0,1
4,2011,12,2,13,24,23,13,13,1,0,1
5,2011,12,2,43,23,31,13,13,3,0,1
5,2011,12,2,43,23,31,33,13,3,0,1
5,2011,12,2,42,24,23,13,13,3,0,1
5,2011,12,2,42,23,21,33,13,3,1,1
5,2011,12,2,42,24,23,13,13,3,0,1
5,2011,12,2,42,24,34,33,33,3,0,1
5,2011,12,2,42,24,34,33,33,3,0,1
5,2011,12,2,42,24,23,13,13,3,0,1
5,2011,12,2,42,24,21,13,13,3,0,1
5,2011,12,2,43,23,23,13,13,3,0,1
5,2011,12,2,43,23,23,13,13,3,0,1
5,2011,12,2,43,23,23,13,13,3,0,1
4,2011,12,2,31,23,23,33,13,3,0,1
4,2011,12,2,31,24,23,13,13,3,0,1
4,2011,12,2,31,24,23,13,13,3,0,1
4,2011,12,2,31,24,23,33,13,3,1,1
4,2011,12,2,97,97,97,97,97,3,0,1
4,2011,12,2,42,23,23,13,13,3,0,1
4,2011,12,2,42,23,23,13,13,3,0,1
4,2011,12,2,42,24,23,13,13,3,0,1
4,2011,12,2,42,24,21,33,13,3,0,1
4,2011,12,2,42,24,23,13,13,3,1,1
4,2011,12,2,42,24,31,33,13,1,0,1
4,2011,12,2,42,23,32,33,13,3,1,1
4,2011,12,2,42,23,32,33,13,3,0,1
4,2011,12,2,42,24,23,13,13,3,0,1
4,2011,12,2,42,24,23,13,13,3,0,1
4,2011,12,2,42,24,23,33,13,3,0,1
4,2011,12,2,42,24,23,33,13,3,0,1
4,2011,12,2,43,23,23,13,13,3,0,1
4,2011,12,2,42,24,23,13,13,3,0,1
4,2011,12,2,42,24,23,13,13,3,0,1
5,2011,12,2,43,31,23,13,13,1,1,1
5,2011,12,2,43,31,23,13,13,1,0,1
5,2011,12,2,43,31,23,13,12,0,0,1
5,2011,12,2,43,31,23,13,13,NA,NA,1
5,2011,12,2,43,31,32,13,13,1,0,1
5,2011,12,2,43,31,23,13,13,1,0,1
5,2011,12,2,43,31,23,12,13,1,0,1
5,2011,12,2,43,31,23,12,13,1,0,1
5,2011,12,2,43,31,23,12,13,1,0,1
4,2011,13,1,13,23,31,33,31,1,0,1
4,2011,13,1,13,24,31,33,33,1,0,1
4,2011,13,1,13,24,31,33,33,1,0,1
4,2011,13,1,13,24,31,33,33,1,0,1
4,2011,13,1,13,23,21,33,31,1,0,1
4,2011,13,1,41,24,34,13,13,1,0,1
4,2011,13,1,31,24,23,13,13,1,0,1
4,2011,13,1,31,24,23,13,13,1,0,1
4,2011,13,1,13,23,31,33,31,0,1,1
4,2011,13,1,13,24,23,13,13,3,1,1
4,2011,13,1,13,24,23,13,13,3,0,1
4,2011,13,1,13,24,23,13,13,3,0,1
4,2011,13,1,13,24,34,13,31,NA,0,1
4,2011,13,1,13,24,23,13,13,3,0,1
4,2011,13,1,13,23,31,31,31,1,0,1
4,2011,13,1,13,23,31,33,31,0,1,1
4,2011,13,1,13,24,23,13,13,3,0,1
4,2011,13,1,13,24,23,13,13,3,0,1
4,2011,13,1,13,24,23,13,13,3,0,1
4,2011,13,1,13,24,23,13,13,3,0,1
4,2011,13,1,13,24,34,13,13,3,1,1
4,2011,13,1,13,24,34,13,13,3,0,1
4,2011,13,1,13,24,34,13,13,3,NA,1
4,2011,13,1,13,31,23,13,13,3,0,1
4,2011,13,1,13,24,23,13,13,3,0,1
4,2011,13,1,13,24,23,13,13,3,NA,1
4,2011,13,1,13,24,12,13,13,3,0,1
4,2011,13,1,13,24,12,13,13,3,1,1
4,2011,13,1,13,24,31,13,33,2,0,1
4,2011,13,1,13,24,31,13,33,2,0,1
4,2011,13,1,12,43,11,13,13,3,0,1
4,2011,13,1,12,43,11,13,13,3,0,1
4,2011,13,1,13,24,12,13,13,3,0,1
4,2011,13,1,13,24,12,13,13,3,0,1
4,2011,13,1,13,24,23,13,13,3,0,1
4,2011,13,1,13,24,23,13,13,3,0,1
4,2011,13,1,13,24,34,33,31,1,0,1
4,2011,13,1,13,23,21,33,31,3,0,1
4,2011,13,1,13,23,21,33,31,3,0,1
4,2011,13,2,13,24,34,33,34,0,0,1
4,2011,13,2,13,24,34,33,34,3,0,1
4,2011,13,2,31,24,34,33,31,3,0,1
4,2011,13,2,32,24,34,33,31,3,0,1
