"","nextYR_PRICE_VAR","Class","Year","Revenue","Revenue Growth","Cost of Revenue","Gross Profit","R&D Expenses","SG&A Expense","Operating Expenses","Operating Income","Interest Expense","Earnings before Tax","Income Tax Expense","Net Income - Non-Controlling int","Net Income - Discontinued ops","Net Income","Preferred Dividends","Net Income Com","EPS","EPS Diluted","Weighted Average Shs Out","Weighted Average Shs Out (Dil)","Dividend per Share","Gross Margin","EBITDA Margin","EBIT Margin","Profit Margin","Free Cash Flow margin","EBITDA","EBIT","Consolidated Income","Earnings Before Tax Margin","Net Profit Margin","Cash and cash equivalents","Short-term investments","Cash and short-term investments","Receivables","Inventories","Total current assets","Property, Plant & Equipment Net","Goodwill and Intangible Assets","Long-term investments","Tax assets","Total non-current assets","Total assets","Payables","Short-term debt","Total current liabilities","Long-term debt","Total debt","Deferred revenue","Tax Liabilities","Deposit Liabilities","Total non-current liabilities","Total liabilities","Other comprehensive income","Retained earnings (deficit)","Total shareholders equity","Investments","Net Debt","Other Assets","Other Liabilities","Depreciation & Amortization","Stock-based compensation","Operating Cash Flow","Capital Expenditure","Acquisitions and disposals","Investment purchases and sales","Investing Cash flow","Issuance (repayment) of debt","Issuance (buybacks) of shares","Dividend payments","Financing Cash Flow","Effect of forex changes on cash","Net cash flow / Change in cash","Free Cash Flow","Net Cash/Marketcap","priceBookValueRatio","priceToBookRatio","priceToSalesRatio","priceEarningsRatio","priceToFreeCashFlowsRatio","priceToOperatingCashFlowsRatio","priceCashFlowRatio","priceEarningsToGrowthRatio","priceSalesRatio","dividendYield","enterpriseValueMultiple","priceFairValue","ebitperRevenue","ebtperEBIT","niperEBT","grossProfitMargin","operatingProfitMargin","pretaxProfitMargin","netProfitMargin","effectiveTaxRate","returnOnAssets","returnOnEquity","returnOnCapitalEmployed","nIperEBT","eBTperEBIT","eBITperRevenue","payablesTurnover","inventoryTurnover","fixedAssetTurnover","assetTurnover","currentRatio","quickRatio","cashRatio","daysOfSalesOutstanding","daysOfInventoryOutstanding","daysOfPayablesOutstanding","debtRatio","debtEquityRatio","longtermDebtToCapitalization","totalDebtToCapitalization","interestCoverage","cashFlowToDebtRatio","companyEquityMultiplier","operatingCashFlowPerShare","freeCashFlowPerShare","cashPerShare","payoutRatio","operatingCashFlowSalesRatio","freeCashFlowOperatingCashFlowRatio","cashFlowCoverageRatios","shortTermCoverageRatios","capitalExpenditureCoverageRatios","dividendpaidAndCapexCoverageRatios","dividendPayoutRatio","Revenue per Share","Net Income per Share","Operating Cash Flow per Share","Free Cash Flow per Share","Cash per Share","Book Value per Share","Tangible Book Value per Share","Shareholders Equity per Share","Interest Debt per Share","Market Cap","Enterprise Value","PE ratio","Price to Sales Ratio","POCF ratio","PFCF ratio","PB ratio","PTB ratio","EV to Sales","Enterprise Value over EBITDA","EV to Operating cash flow","EV to Free cash flow","Earnings Yield","Free Cash Flow Yield","Debt to Equity","Debt to Assets","Net Debt to EBITDA","Current ratio","Interest Coverage","Income Quality","Dividend Yield","Payout Ratio","SG&A to Revenue","R&D to Revenue","Intangibles to Total Assets","Capex to Operating Cash Flow","Capex to Revenue","Capex to Depreciation","Stock-based compensation to Revenue","Graham Number","ROIC","Return on Tangible Assets","Graham Net-Net","Working Capital","Tangible Asset Value","Net Current Asset Value","Invested Capital","Average Receivables","Average Payables","Average Inventory","Days Sales Outstanding","Days Payables Outstanding","Days of Inventory on Hand","Receivables Turnover","Payables Turnover","Inventory Turnover","ROE","Capex per Share","Gross Profit Growth","EBIT Growth","Operating Income Growth","Net Income Growth","EPS Growth","EPS Diluted Growth","Weighted Average Shares Growth","Weighted Average Shares Diluted Growth","Dividends per Share Growth","Operating Cash Flow growth","Free Cash Flow growth","10Y Revenue Growth (per Share)","5Y Revenue Growth (per Share)","3Y Revenue Growth (per Share)","10Y Operating CF Growth (per Share)","5Y Operating CF Growth (per Share)","3Y Operating CF Growth (per Share)","10Y Net Income Growth (per Share)","5Y Net Income Growth (per Share)","3Y Net Income Growth (per Share)","10Y Shareholders Equity Growth (per Share)","5Y Shareholders Equity Growth (per Share)","3Y Shareholders Equity Growth (per Share)","10Y Dividend per Share Growth (per Share)","5Y Dividend per Share Growth (per Share)","3Y Dividend per Share Growth (per Share)","Receivables growth","Inventory Growth","Asset Growth","Book Value per Share Growth","Debt Growth","R&D Expense Growth","SG&A Expenses Growth"
"min",-92.47542268,0,2014,1810437,-0.835,0,-11232000,0,0,-935700000,-3.131e+09,-1.26e+08,4000,-1.4708e+10,-8.62e+08,-15914500000,4000,-3448000,-47010000,-9.55,-9.55,615988,660925,0,-0.0759,0.006,0.0014,-0.629,-1.3746,835224,276048,-67258000,0,0,0,0,0,0,0,987000,19088,0,0,0,502951,5056830,0,2352,13000,0,2352,0,0,0,0,1801873,-2.9607e+10,-2.2841e+10,13607,-17000,-6.7846e+10,-5.2293e+10,-2.554e+09,0,-1.37e+08,30066,-2.9504e+10,-4.1711e+10,-4.4417e+10,-6.3145e+10,-1.0201e+10,-7.2069e+10,-1.3798e+10,-8.7876e+10,-1.489e+09,-4.5532e+10,-1.0048e+10,-45.7054,0.0136,0,0.0035,0,0,0.0238,0.023805417879807,0.161547001,0.0035162035939053,0,0.438453628,0.010221304,0.0014254380702352,0.000215366,0.00217543,-0.075892917,1,-7.665004085,4.66e-06,-844.5555556,-282.6203,0,-0.8845,0.00217543,0.000215366,0.0014254380702352,-10.6738,0,0.06768881,0.037259931,0.168,0.036678779,0,-915.8698,0,0,0,0,0,2.08e-05,-1779.8692,0.002479685,1.014496793,0.0021,-26.936,0,-115.333,0.000276182,-19.55759576,0.002479685,0.00720236,0.048643821,0.048643821,0,0.0887,1e-04,0.0021,-26.936,0,0.003,0.197,0.0035,1e-04,869207.24,-153962610,0,0.0035,0.0238,0,0.0136,0,-1.2841,0,-2.6514,-7850.0443,-0.8025,-2.7803,0,0,-14.8958,0.168,-1779.8692,-130,0,-115.333,0,0,0,3e-04,1e-04,-90.7526,-0.0613,0,-0.8845,-282.6203,-20.1032,-1.8857e+10,3942816,-2.86553e+11,-636164000,0,0,0,0,0,-915.8698,0,-10.6738,0,0,-143.5223,-1.0607,-0.9575,-15.1273,-2.7615,-5.3281,-5.3281,-0.2627,-0.6153,-1,-0.9896,-642,-0.605,-0.8435,-0.5742,-0.6604,-0.7771,-0.7902,-0.6873,-0.8215,-0.8592,-0.6419,-0.8639,-0.8699,-1,-1,-1,-1,-1,-0.7893,-0.982,-0.9996,-1,-0.9264
"max",1041.666647,1,2018,5.00343e+11,3.5019,3.73396e+11,1.26947e+11,1.4726e+10,1.0651e+11,1.0651e+11,7.123e+10,7.957e+09,7.2903e+10,1.9903e+10,2.331e+09,3.729e+09,5.9531e+10,5.98e+08,5.9531e+10,311.44,311.44,8260411967,8.299e+09,68.179,1,39.2,39.0594,41.397,32.6164,8.3806e+10,7.2903e+10,5.9531e+10,39.1527,41.3967,1.33768e+11,5.8784e+10,1.33768e+11,1.21092e+11,6.2567e+10,1.69662e+11,2.5263e+11,2.93128e+11,1.94714e+11,1.1509e+10,4.80437e+11,5.31864e+11,5.5888e+10,5.3493e+10,1.15929e+11,1.6625e+11,1.76505e+11,5.0676e+10,6.2207e+10,6.3955e+10,2.7356e+11,3.3798e+11,7.017e+09,4.21653e+11,1.91794e+11,2.48606e+11,1.71301e+11,6.3867e+10,6.5484e+10,2.843e+10,5.34e+09,8.1266e+10,-19088,32603300000,3.0845e+10,24333300000,3.6452e+10,4.607e+09,0,33367300000,9.37e+08,4.4997e+10,6.9778e+10,3.0205,551.2952,2621.0079,34.9529,6570,6100.5675,1250.9793,1248.024484,100419.288,34.72062593,2.87844063,160.61821660327,1846.587123,39.05941273,1.809717214,845.5555556,1,1,0.93213797,41.39667163,3.975325755,83.7857,44.1163,10.9396,845.5555556,1.809717214,39.05941273,608.5995,1853.8751,19046.70968,10.27513228,74.697,75.92307692,64.6123628,0,2610.2789,320.6754,0.863,637.2299,0.99842528735632,0.99843316654753,8101.0484,5903.169014,912.38822992701,364.7858,277.647,123.2842,84,32.63496106,1.4911707,5903.169014,117792.6667,3855.75,3221.019353,77,5492.8503,311.4284,364.7858,277.647,123.2842,2902.055,4388.535,2902.0546,595.4466,1097648982760,1145830982760,6570,34.9529,1250.9793,6100.5675,551.2952,2621.0079,33.7162,143.3219,1644.0816,6976.69,5.6962,41.9905,637.2299,0.863,22.678,74.697,8101.0484,17675.5,1.7482,84,6.1698,2.4932,0.8754,20.5576,1.9857,0,0.4275,4043.3923,10.9396,83.7857,18.4062,1.11174e+11,3.75319e+11,6.2984e+10,3.69896e+11,120041500000,5.0065e+10,61977500000,2610.2789,320.6754,0,5911.5,608.5995,1853.8751,44.1163,-1e-04,22.5246,2367.4231,604.5,3159,276,272,2.7848,7.312,372.5714,131.25,162.7211,1.0437,4.0818,1.7478,0.7152,2.8192,5.385,0.8477,2.5874,13.1431,0.757,1.9901,3.6703,0.9128,2.9811,5.4005,62.7745,11.3728,6.1059,119.6667,1051.3766,2.8938,4.3511
"mean",10.8806622271081,0.616877389003234,2016.21199647163,10040123469.3307,0.0897467215524846,6475048612.48485,3563026694.5412,225911928.6842,1654216667.86487,2315744546.8982,1246450923.05197,147151392.242654,1150444428.06551,259391322.09209,11390167.0830856,-17756666.6089385,892964142.583644,2091924.29692793,886937737.886246,3.34758171126139,3.30058041752426,266183112.878448,266265896.082021,0.958459952955013,0.391589444281094,0.208258982652161,0.149068185827698,0.103367685974713,0.0871734783887092,1831898445.35615,1296993767.18506,904431706.314628,0.127673978241694,0.104136989120847,981780721.11414,611398348.981182,1593176444.397,1371904860.90763,793757817.329221,4112373456.65607,4420781710.56938,3835297926.50113,774185756.051867,139469278.216136,10002494436.2048,14126186146.7322,1116997140.80322,630017464.779855,3021876783.19655,3855222214.23838,4481677399.61799,255744526.237283,891464082.469905,88348590.3628345,6032133256.29164,9060420376.85779,-470915842.914871,4541209829.94007,4950426178.59653,1384091973.89515,2885067169.77768,353876004.520562,1272671404.60497,535402047.556389,60222646.6268744,1479659825.05567,-606594743.140528,-332242522.531233,-57254271.3524578,-1002098842.3864,329211312.673393,-378651298.796179,-366169556.423511,-454149381.999619,-9116391.3953865,15364669.3057096,871528561.968861,-0.28902616877389,4.99208129961776,11.4254946780359,1.97809414877977,35.1744825051455,30.7790608350485,16.8891880329315,16.367352452896,68.3322984762359,1.9082451266906,0.0197972966023985,13.0129189688234,5.36780354476539,0.149147495886122,0.824637148787274,1.13176589197063,0.391849017016368,1,0.127074925628742,0.104104277552424,-0.129375159180528,0.125783945898265,0.247234666274625,0.100437106733314,1.13176589197063,0.824637148787274,0.149147495886122,5.42698706262864,25.7192832108203,16.2404711513571,1.02185249232309,2.01573945898265,1.37792103420882,0.544053636216567,-62.2462363422523,57.1750656865628,33.7075139664804,0.27813381358424,1.53882616877389,0.366197003259696,0.398103811903324,27.9471184063511,7.50566527501597,4.04094123856227,5.43375504263452,2.86117877094972,3.96518521023228,0.475806939135548,0.163216916327925,0.450825673293494,7.50566527501597,191.060896601344,8.44015067899677,5.44475867554329,0.456147379869959,56.8935802411056,3.31382619817701,5.43375504263452,2.86117877094972,3.96518521023228,23.9096807703617,45.2829059688327,23.9665873860629,17.7218074389885,17003638843.5934,19900348464.8387,35.1744825051455,1.97809414877977,16.8891880329315,30.7790608350485,4.99208129961776,11.4254946780359,2.32362469861805,11.9434082916789,20.1221011173184,13.3645564539841,0.062170449867686,0.0635485739488386,1.53882616877389,0.27813381358424,1.58327142017054,2.01573945898265,27.9471184063511,8.93553072625698,0.0192402528668039,0.475806939135548,0.197597530138195,0.0228799470743899,0.256939664804469,0.551326845045575,0.0759462511026169,-1.20992199353131,0.00898409291384887,39.8379702146428,0.100437106733314,0.125783945898265,-0.3058539547192,1096414657.92561,10288696370.7441,-4949661076.33185,10761620089.8312,1336864180.17974,1080665401.68549,775185651.084092,57.1750656865628,33.7075139664804,-62.2462363422523,19.1453791237871,5.42698706262864,25.7192832108203,0.247234666274625,-2.486431990591,0.138050308732726,2.374822669803,1.03273763598941,2.82000402822699,1.32589294325198,1.28762834460453,0.00836680388121141,0.0136456336371655,0.277046633343134,0.575675948250515,0.390861628932667,0.0530008232872684,0.0617474860335196,0.0605058806233461,0.0670772713907674,0.0781285798294619,0.099562922669803,0.0539050279329609,0.0815230814466333,0.100514319317848,0.0600510438106439,0.0682678035871802,0.0797704204645692,0.0102807115554249,0.0414501323140253,0.0474968832696266,0.136580417524258,0.0744787415466039,0.116174654513378,0.225058747427227,1.8148520141135,0.0277599529550132,0.0754003822405175
"var",1501.38708047943,0.236409187609181,1.89004427763461,8.39410363284579e+20,0.0424598288488074,4.53737882082228e+20,9.9772775675989e+19,1349439864454323712,29100357890533502976,4.7860129274945e+19,14548686570042105856,148657632359483648,13871727913554290688,1379623249109380352,4582534881517511,117807592479647392,8614031817889191936,495956943159165,8547416435270686720,111.096911398154,110.682423114863,516046415933851520,521420894090909312,4.85686003643694,0.0453835201561911,0.471388224367082,0.460291591516972,0.513842052270203,0.326343657272868,27621142325203382272,15221378317201565696,8726193258591080448,0.460290919902081,0.513758247419638,24447007638002208768,16079000656396759040,49931340903948156938,2.5548197142097e+19,7710336079031564288,1.34143943812465e+20,2.03788306398893e+20,1.71173022200498e+20,48174035104891396096,407068196135595776,7.32180948714259e+20,1.25390202685835e+21,13727059144794855424,7969607254954395648,72419511577954328576,1.01557897139306e+20,1.4247199832112e+20,4003716135447539712,11994301290357073920,3054436535408587776,2.70176356821648e+20,5.4775736403423e+20,3637171445153911296,3.20526796668245e+20,1.84040887831329e+20,85330852047581609984,99062828231374864384,9418098566043701248,17569350507893579776,2879214897735875584,68991141177354328,20457344328401653760,3227539706677458432,4025451192298544128,3092820842453716992,12418511299472312320,4351885628313980928,4577206186116777984,1511209397263315200,10442491995044624384,5024989334515824,2768907234281110528,10826376343913250816,0.977730722209111,426.074043615691,5848.04639344782,4.22033428168634,22962.0240751183,15417.2414589347,1930.91604323351,1924.75609407924,3006785.82051147,4.03053308929143,0.0049535590027167,70.9344077038782,1409.25590158719,0.460335490653346,0.0318450720339355,212.205532594226,0.0453746658203453,0,0.0284114739661045,0.513759153845897,212.213564638178,28.1366540959304,1.4030545063126,0.0461376810344501,212.205532594226,0.0318450720339355,0.460335490653346,257.669096160856,6838.500642327,107138.285154516,0.6375498357682,3.46565491898371,4.52382872651758,1.80546569353584,5030.51746895277,3977.56016957662,812.356852590996,0.025519803185717,138.988346466327,0.0503447203061499,0.0481081815755216,42078.9073794384,16279.7027277143,374.127310388987,142.554597097969,78.2298019497139,49.9153143654841,10.2755718959342,0.325446207703862,0.757322290417378,16279.7027277143,8324001.4261128,10339.4576554069,5950.73701741236,4.99655156367569,35273.2492444696,91.5648852105635,142.554597097969,78.2298019497139,49.9153143654841,8534.8246350605,19470.3005255253,8536.86156730388,782.89204224203,2.5801793252645e+21,2.96699942130994e+21,22962.0240751183,4.22033428168634,1930.91604323351,15417.2414589347,426.074043615691,5848.04639344782,4.9768893193898,59.7487413486253,3231.31667857433,63813.8578947477,0.0211331364412387,0.533826074404583,138.988346466327,0.025519803185717,5.83562390364178,3.46565491898371,42078.9073794384,94071.8975911161,0.00330511358217133,10.2755718959342,0.0323974612174274,0.00480742373305602,0.04909356069977,0.788266787070308,0.0147186153513828,4.63233140948673,0.000226760955713717,18621.9286757533,0.0461376810344501,28.1366540959304,0.655872471114503,30264753144680161280,7.59888434430443e+20,2.5620402414959e+20,8.34839239542929e+20,24030604231712333824,12555915192009197568,7323088836297404416,3977.56016957662,812.356852590996,5030.51746895277,24017.0700179593,257.669096160856,6838.500642327,1.4030545063126,24.6920265891469,0.342766471194758,3004.78050880756,160.674760602013,3294.22224203459,93.6770055875443,85.9647487180728,0.00795113351828182,0.0277425369640175,43.5814321874188,15.3699856349096,264.323193989254,0.00812408495814553,0.0142628961650016,0.0142814808771728,0.0100106462156113,0.0285924012006002,0.0747801476160437,0.0125954812600066,0.0467962351465019,0.179694080939014,0.00879580009376308,0.0184317198013214,0.0407707541483232,0.0408509139807877,0.0438731090948354,0.0700920660608714,1.71367233243406,0.152894286180298,0.0991380660750644,6.39980919213596,788.174106741514,0.0257097840487037,0.0359375324733833
"sd",38.7477364562038,0.486219279347478,1.37478881201245,28972579506.9162,0.206057828894724,21301123962.8858,9988632322.59497,1161653934.89383,5394474755.76015,6918101565.81594,3814274055.44517,385561450.821375,3724476864.41389,1174573645.67292,67694422.8243177,343231106.515198,2934967089.7455,22270090.775728,2923596489.81707,10.5402519608477,10.5205714253012,718363707.277763,722094795.778857,2.20382849524117,0.213034082146944,0.686577180196868,0.678447928375474,0.716827770297861,0.571264962406122,5255582015.83834,3901458485.90006,2954013076.91606,0.678447433411079,0.716769312554352,4944391533.64721,4009862922.39482,7066211212.80338,5054522444.51412,2776749192.67685,11582052659.7173,14275444175.1874,13083310827.1759,6940751767.99253,638018962.20692,27058842338.7672,35410479054.3471,3705004607.93166,2823049283.12532,8509965427.54166,10077593816.9439,11936163467.4262,2000928818.18608,3463278979.5737,1747694634.48527,16437042216.3371,23404216800.2741,1907136975.98099,17903262179.5092,13566167027.9902,9237470002.52675,9953031107.72667,3068892074.68163,4191580907.95031,1696824946.10843,262661647.709281,4522979585.22937,1796535473.25887,2006352708.84721,1758641760.6931,3523990820.00398,2086117357.27259,2139440624.58316,1229312571.01817,3231484487.82361,70887159.1652242,1664003375.68201,3290345930.73635,0.988802671016372,20.6415610750663,76.4725205119317,2.05434521969564,151.532254240206,124.166184844887,43.9421897865083,43.872042282976,1734.00859874208,2.00761876094328,0.0703815245836342,8.42225668712835,37.5400572933392,0.678480280224375,0.178451875960819,14.5672760869775,0.213013299632547,0,0.168557034757095,0.716769944853924,14.5675517722841,5.30439950380158,1.18450601784567,0.214796836649077,14.5672760869775,0.178451875960819,0.678480280224375,16.052074512687,82.6952274458871,327.319851451933,0.798467178892283,1.86162695483916,2.12692941267866,1.34367618626507,70.9261409421996,63.0679012618671,28.5018745452119,0.159749188372639,11.7893318922799,0.224376291764861,0.219335773588171,205.131439275988,127.591938333557,19.342370857498,11.9396229881001,8.84476127149365,7.06507709550888,3.20555329014106,0.570478928360954,0.870242661800361,127.591938333557,2885.13455944654,101.683123749258,77.1410203290854,2.2352967506968,187.811738835648,9.56895423808493,11.9396229881001,8.84476127149365,7.06507709550888,92.3841146250831,139.536018738981,92.3951382233063,27.9802080450098,50795465597.4773,54470170013.595,151.532254240206,2.05434521969564,43.9421897865083,124.166184844887,20.6415610750663,76.4725205119317,2.23089428691496,7.72973100105206,56.8446715055539,252.614049282196,0.145372406051626,0.730634022205771,11.7893318922799,0.159749188372639,2.41570360426145,1.86162695483916,205.131439275988,306.711423965779,0.0574901172565453,3.20555329014106,0.179992947688034,0.0693355877818601,0.221570667507615,0.887843897918045,0.121320300656497,2.15228515989093,0.0150585841204848,136.462187714228,0.214796836649077,5.30439950380158,0.809859537891913,5501341031.48316,27566073975.6397,16006374484.8604,28893584747.1879,4902102021.75682,3543432684.84237,2706120624.86087,63.0679012618671,28.5018745452119,70.9261409421996,154.974417301564,16.052074512687,82.6952274458871,1.18450601784567,4.9691072225448,0.58546261297777,54.815878254458,12.6757548336189,57.3953155060114,9.67868821625866,9.27171767894562,0.0891691287289599,0.166560910672395,6.60162345089591,3.92045732471476,16.2580193747348,0.0901337060047213,0.119427367738729,0.119505150002721,0.100053216917855,0.169092877438999,0.273459590462729,0.112229591730553,0.216324374832107,0.42390338632643,0.0937859269494261,0.135763470054803,0.201917691518904,0.202116090355982,0.209459086923522,0.264749062436246,1.30907308139541,0.391016989631267,0.314861979405365,2.52978441613825,28.0744386718865,0.160342708124516,0.189571971750529
"0%",-92.47542268,0,2014,1810437,-0.835,0,-11232000,0,0,-935700000,-3.131e+09,-1.26e+08,4000,-1.4708e+10,-8.62e+08,-15914500000,4000,-3448000,-47010000,-9.55,-9.55,615988,660925,0,-0.0759,0.006,0.0014,-0.629,-1.3746,835224,276048,-67258000,0,0,0,0,0,0,0,987000,19088,0,0,0,502951,5056830,0,2352,13000,0,2352,0,0,0,0,1801873,-2.9607e+10,-2.2841e+10,13607,-17000,-6.7846e+10,-5.2293e+10,-2.554e+09,0,-1.37e+08,30066,-2.9504e+10,-4.1711e+10,-4.4417e+10,-6.3145e+10,-1.0201e+10,-7.2069e+10,-1.3798e+10,-8.7876e+10,-1.489e+09,-4.5532e+10,-1.0048e+10,-45.7054,0.0136,0,0.0035,0,0,0.0238,0.023805417879807,0.161547001,0.0035162035939053,0,0.438453628,0.010221304,0.0014254380702352,0.000215366,0.00217543,-0.075892917,1,-7.665004085,4.66e-06,-844.5555556,-282.6203,0,-0.8845,0.00217543,0.000215366,0.0014254380702352,-10.6738,0,0.06768881,0.037259931,0.168,0.036678779,0,-915.8698,0,0,0,0,0,2.08e-05,-1779.8692,0.002479685,1.014496793,0.0021,-26.936,0,-115.333,0.000276182,-19.55759576,0.002479685,0.00720236,0.048643821,0.048643821,0,0.0887,1e-04,0.0021,-26.936,0,0.003,0.197,0.0035,1e-04,869207.24,-153962610,0,0.0035,0.0238,0,0.0136,0,-1.2841,0,-2.6514,-7850.0443,-0.8025,-2.7803,0,0,-14.8958,0.168,-1779.8692,-130,0,-115.333,0,0,0,3e-04,1e-04,-90.7526,-0.0613,0,-0.8845,-282.6203,-20.1032,-1.8857e+10,3942816,-2.86553e+11,-636164000,0,0,0,0,0,-915.8698,0,-10.6738,0,0,-143.5223,-1.0607,-0.9575,-15.1273,-2.7615,-5.3281,-5.3281,-0.2627,-0.6153,-1,-0.9896,-642,-0.605,-0.8435,-0.5742,-0.6604,-0.7771,-0.7902,-0.6873,-0.8215,-0.8592,-0.6419,-0.8639,-0.8699,-1,-1,-1,-1,-1,-0.7893,-0.982,-0.9996,-1,-0.9264
"25%",-11.78861615,0,2015,796392000,0.0046,410118000,245116000,0,85095000,149684000,65172000,4365000,51964000,6569227,0,0,37795000,0,37344000,1.06,1.04,28543235,28425000,0,0.2365,0.097,0.0615,0.035,0.0242,107214000,67770000,38781000,0.049,0.0356,34052000,0,37238000,87927000,8260924,293644000,129853000,49156000,0,0,476512000,858613000,45386000,5658000,147898000,114226000,146098000,0,1900000,0,205849000,384124000,-195479000,100270000,360155000,0,6185000,13834000,49400000,31885000,2153000,75218000,-363710000,-138915000,-255000,-643091000,-28943000,-152004000,-170800000,-295200000,-4332000,-29254000,19746000,-0.386,1.7162,0,0.7444,14.9289,10.2891,8.0806,7.696603522,14.33316276,0.71583426,0,8.821370004,1.635763308,0.061632394811768,0.7485300661159,0.638591399,0.23711439,1,0.058934545,0.035592405,0.15149740503645,0.0627,0.0833,0.0436,0.638591399,0.7485300661159,0.061632394811768,2.2897,4.3603,2.1470322,0.491852911,1.133,0.6884192071686,0.11518557005221,-89.1814,35.23,17.596,0.1626,0.319,0.201216036,0.242409898,3.5139,0.209161867,1.825406358,2.0551,0.64,0.723,0,0.070040069,0.354716981,0.209161867,2.025252525,1.563253012,1.157402971,0,16.0997,1.0827,2.0551,0.64,0.723,8.713,14.856,8.7127,3.8211,941293198.7,1100100801,14.9289,0.7444,8.0806,10.2891,1.7162,0,0.897,8.0748,10.4864,12.2206,0.0338,0.0246,0.319,0.1626,0.1379,1.133,3.5139,1.2671,0,0,0.0918,0,0.0564,0.1883,0.0192,-1.4104,0.0023,14.9783,0.0436,0.0627,-0.4736,24942000,577277000,-3236191000,510908000,84489000,44368000,9037000,35.23,17.596,-89.1814,5.4922,2.2897,4.3603,0.0833,-2.7589,0.0035,-0.0682,-0.0643,-0.126,-0.131,-0.1308,-0.0163,-0.0178,0,-0.1002,-0.2746,0.0116,0.0132,0.0059,0.0019,0,-0.0103,0,-6e-04,-0.0291,0.0111,0.0124,0.0097,0,0,0,-0.03,-0.012,-0.0012,0.0078,-0.0793,0,0
"50%",9.207780555,1,2016,2371029000,0.059,1294362000,809100000,0,311552000,477030000,255859000,2.9e+07,2.05e+08,40844000,0,0,154765000,0,154039000,2.1,2.07,65005401,64900000,0.507,0.3521,0.159,0.1123,0.069,0.0631,375967000,268405000,158700000,0.0926,0.0691,142655000,0,165485000,301700000,145187000,894400000,513853000,443667000,0,3451000,1679656000,2910500000,166258000,32364000,521796000,699253000,806813000,0,48886000,0,1020100000,1748761000,-3e+07,655800000,1056500000,4425,404400000,58573000,200500000,94238000,10600000,284253000,-91147000,-5266000,0,-154848000,149000,-6019000,-20827000,-40600000,0,1132000,120658000,-0.1522,2.5987,2.2465,1.4215,20.6641,17.6205,12.1144,11.63650107,19.91060346,1.360003154,0.011987267406073,11.53631161,2.537013436,0.112263871,0.8764492996448,0.72687802080773,0.35269553,1,0.10929596295122,0.068885973,0.273195876,0.127,0.1297,0.0721,0.72687802080773,0.8764492996448,0.112263871,3.471,7.8955,5.2114136390458,0.8137058,1.685,1.0727473928326,0.296334186,-48.8816,51.3016,27.4788,0.2754,0.6667,0.372675785,0.399806984,7.05,0.347496253,2.392674755,3.9172,1.971,2.0176,0.233,0.12368853684053,0.65126648,0.347496253,5.169277799,2.883654251,1.812943262,0.22945674344097,30.6178,2.1242,3.9172,1.971,2.0176,15.57,27.712,15.5703,10.8672,3182953021,4057063734.1,20.6641,1.4215,12.1144,17.6205,2.5987,2.2465,1.757,10.7241,14.3737,20.5027,0.0482,0.0462,0.6667,0.2754,1.473,1.685,7.05,1.708,0.0117,0.233,0.1743,0,0.2117,0.3468,0.0358,-0.922,0.0053,26.5212,0.0721,0.127,-0.1567,230700000,1956389000,-449524000,1953363000,293564500,161583500,143500000,51.3016,27.4788,-48.8816,7.2703,3.471,7.8955,0.1297,-1.2117,0.066,0.0995,0.0933,0.129,0.1264,0.125,0.0015,6e-04,0,0.0821,0.0802,0.0497,0.0558,0.0521,0.0596,0.064,0.0657,0.045,0.0521,0.0511,0.0567,0.0608,0.0602,0,0,9e-04,0.0593,0.0141,0.0493,0.0688,0.0103,0,0.0457
